x0,x1,f1,f2
0.05213202015289498,0.0,0.7307771136337085,0.465964810189186
0.27170880217723675,0.0,0.798879476868825,0.36179158143779255
0.11964430066479748,0.0,0.8659730149230283,0.25009073742512067
0.12826990657709048,0.0,0.9495176370895515,0.09841625685587474
0.06966996840463285,0.0,0.3811627553800706,0.8547149539110724
0.046555394525498506,0.0,0.828100509172622,0.31424954670804417
0.11781694055216634,0.0,0.8411151925289706,0.29252523289695276
0.2129969962020083,0.0,0.9135207590594007,0.16547982276753648
0.11515078845128357,0.0,0.8003815161935655,0.35938942853568934
0.10112723781749303,0.0,0.5269373169739746,0.7223370639802691
0.041370953360282486,0.0,0.8975680762874025,0.1943715484297316
0.10977233081912657,0.0,0.7039540487471393,0.5044486972525102
0.13165120390939142,0.0,0.9686205744558,0.06177418274091606
0.09880237330937597,0.0,0.4800239710308485,0.7695769872357752
0.09898675112365696,0.0,0.4836695446646335,0.766063771563906
0.06487711581401454,0.0,0.46749517644385574,0.7814482600017282
0.05724473863076221,0.0,0.6268347155094403,0.6070782394321991
0.05844369072220923,0.0,0.6014223032600097,0.6382912131414249
0.06368391349433657,0.0,0.49138039168742875,0.7585453106651091
0.09110663995245048,0.0,0.3488828179023491,0.8782807793725164
0.10892058096134666,0.0,0.6872680973503922,0.5276625623643718
0.12696345014179355,0.0,0.9402619081673188,0.1159075440495525
0.11074422025046998,0.0,0.7225895528011457,0.4778643381826403
0.2749352682944412,0.0,0.8327787753546387,0.3064795113188281
0.2773104731532623,0.0,0.8565952084375783,0.2662446488817818
0.26017992486223646,0.0,0.6839536015041108,0.5322074709895561
0.2575377183462536,0.0,0.6640920708527587,0.5589817214304946
0.10477469814506213,0.0,0.6027095370686768,0.6367412139264613
0.04592497564511508,0.0,0.8376953553601815,0.29826649160797924
0.11390291681344651,0.0,0.779590048930543,0.39223935560847367
0.04947820366909236,0.0,0.7797179505223599,0.39203991763321067
0.28195649274857926,0.0,0.8986679392628365,0.19239593494108675
